date,country,daily
1/30/20,Indonesia,0
1/31/20,Indonesia,0
2/1/20,Indonesia,0
2/2/20,Indonesia,0
2/3/20,Indonesia,0
2/4/20,Indonesia,0
2/5/20,Indonesia,0
2/6/20,Indonesia,0
2/7/20,Indonesia,0
2/8/20,Indonesia,0
2/9/20,Indonesia,0
2/10/20,Indonesia,0
2/11/20,Indonesia,0
2/12/20,Indonesia,0
2/13/20,Indonesia,0
2/14/20,Indonesia,0
2/15/20,Indonesia,0
2/16/20,Indonesia,0
2/17/20,Indonesia,0
2/18/20,Indonesia,0
2/19/20,Indonesia,0
2/20/20,Indonesia,0
2/21/20,Indonesia,0
2/22/20,Indonesia,0
2/23/20,Indonesia,0
2/24/20,Indonesia,0
2/25/20,Indonesia,0
2/26/20,Indonesia,0
2/27/20,Indonesia,0
2/28/20,Indonesia,0
2/29/20,Indonesia,0
3/1/20,Indonesia,0
3/2/20,Indonesia,0
3/3/20,Indonesia,0
3/4/20,Indonesia,0
3/5/20,Indonesia,0
3/6/20,Indonesia,0
3/7/20,Indonesia,0
3/8/20,Indonesia,0
3/9/20,Indonesia,0
3/10/20,Indonesia,0
3/11/20,Indonesia,1
3/12/20,Indonesia,0
3/13/20,Indonesia,3
3/14/20,Indonesia,1
3/15/20,Indonesia,0
3/16/20,Indonesia,0
3/17/20,Indonesia,0
3/18/20,Indonesia,14
3/19/20,Indonesia,6
3/20/20,Indonesia,7
3/21/20,Indonesia,6
3/22/20,Indonesia,10
3/23/20,Indonesia,1
3/24/20,Indonesia,6
3/25/20,Indonesia,3
3/26/20,Indonesia,20
3/27/20,Indonesia,9
3/28/20,Indonesia,15
3/29/20,Indonesia,12
3/30/20,Indonesia,8
3/31/20,Indonesia,14
4/1/20,Indonesia,21
4/2/20,Indonesia,13
4/3/20,Indonesia,11
4/4/20,Indonesia,10
4/5/20,Indonesia,7
4/6/20,Indonesia,11
4/7/20,Indonesia,12
4/8/20,Indonesia,19
4/9/20,Indonesia,40
4/10/20,Indonesia,26
4/11/20,Indonesia,21
4/12/20,Indonesia,46
4/13/20,Indonesia,26
4/14/20,Indonesia,60
4/15/20,Indonesia,10
4/16/20,Indonesia,27
4/17/20,Indonesia,24
4/18/20,Indonesia,15
4/19/20,Indonesia,47
4/20/20,Indonesia,8
4/21/20,Indonesia,26
4/22/20,Indonesia,19
4/23/20,Indonesia,12
4/24/20,Indonesia,42
4/25/20,Indonesia,31
4/26/20,Indonesia,23
4/27/20,Indonesia,22
4/28/20,Indonesia,8
4/29/20,Indonesia,11
4/30/20,Indonesia,8
5/1/20,Indonesia,8
5/2/20,Indonesia,31
5/3/20,Indonesia,14
5/4/20,Indonesia,19
5/5/20,Indonesia,8
5/6/20,Indonesia,23
5/7/20,Indonesia,35
5/8/20,Indonesia,13
5/9/20,Indonesia,16
5/10/20,Indonesia,14
5/11/20,Indonesia,18
5/12/20,Indonesia,16
5/13/20,Indonesia,21
5/14/20,Indonesia,15
5/15/20,Indonesia,33
5/16/20,Indonesia,13
5/17/20,Indonesia,59
5/18/20,Indonesia,43
5/19/20,Indonesia,30
5/20/20,Indonesia,21
5/21/20,Indonesia,36
5/22/20,Indonesia,48
5/23/20,Indonesia,25
5/24/20,Indonesia,21
5/25/20,Indonesia,19
5/26/20,Indonesia,27
5/27/20,Indonesia,55
5/28/20,Indonesia,23
5/29/20,Indonesia,24
5/30/20,Indonesia,53
5/31/20,Indonesia,40
6/1/20,Indonesia,28
6/2/20,Indonesia,22
6/3/20,Indonesia,35
6/4/20,Indonesia,23
6/5/20,Indonesia,49
6/6/20,Indonesia,31
6/7/20,Indonesia,50
6/8/20,Indonesia,32
6/9/20,Indonesia,40
6/10/20,Indonesia,36
6/11/20,Indonesia,41
6/12/20,Indonesia,48
6/13/20,Indonesia,43
6/14/20,Indonesia,43
6/15/20,Indonesia,64
6/16/20,Indonesia,33
6/17/20,Indonesia,45
6/18/20,Indonesia,63
6/19/20,Indonesia,34
6/20/20,Indonesia,56
6/21/20,Indonesia,36
6/22/20,Indonesia,35
6/23/20,Indonesia,35
6/24/20,Indonesia,38
6/25/20,Indonesia,47
6/26/20,Indonesia,63
6/27/20,Indonesia,37
6/28/20,Indonesia,34
6/29/20,Indonesia,51
6/30/20,Indonesia,71
7/1/20,Indonesia,58
7/2/20,Indonesia,53
7/3/20,Indonesia,49
7/4/20,Indonesia,53
7/5/20,Indonesia,82
7/6/20,Indonesia,70
7/7/20,Indonesia,68
7/8/20,Indonesia,50
7/9/20,Indonesia,58
7/10/20,Indonesia,52
7/11/20,Indonesia,66
7/12/20,Indonesia,71
7/13/20,Indonesia,50
7/14/20,Indonesia,54
7/15/20,Indonesia,87
7/16/20,Indonesia,76
7/17/20,Indonesia,84
7/18/20,Indonesia,59
7/19/20,Indonesia,127
7/20/20,Indonesia,96
7/21/20,Indonesia,81
7/22/20,Indonesia,139
7/23/20,Indonesia,117
7/24/20,Indonesia,89
7/25/20,Indonesia,49
7/26/20,Indonesia,67
7/27/20,Indonesia,57
7/28/20,Indonesia,63
7/29/20,Indonesia,74
7/30/20,Indonesia,83
7/31/20,Indonesia,73
8/1/20,Indonesia,62
8/2/20,Indonesia,43
8/3/20,Indonesia,66
8/4/20,Indonesia,86
8/5/20,Indonesia,64
8/6/20,Indonesia,69
8/7/20,Indonesia,72
8/8/20,Indonesia,65
8/9/20,Indonesia,65
8/10/20,Indonesia,42
8/11/20,Indonesia,59
8/12/20,Indonesia,79
8/13/20,Indonesia,65
8/14/20,Indonesia,53
8/15/20,Indonesia,50
8/16/20,Indonesia,79
8/17/20,Indonesia,57
8/18/20,Indonesia,70
8/19/20,Indonesia,69
8/20/20,Indonesia,72
8/21/20,Indonesia,82
8/22/20,Indonesia,94
8/23/20,Indonesia,86
8/24/20,Indonesia,79
8/25/20,Indonesia,99
8/26/20,Indonesia,86
8/27/20,Indonesia,120
8/28/20,Indonesia,105
8/29/20,Indonesia,92
8/30/20,Indonesia,82
8/31/20,Indonesia,74
9/1/20,Indonesia,88
9/2/20,Indonesia,111
9/3/20,Indonesia,134
9/4/20,Indonesia,82
9/5/20,Indonesia,108
9/6/20,Indonesia,85
9/7/20,Indonesia,105
9/8/20,Indonesia,100
9/9/20,Indonesia,106
9/10/20,Indonesia,120
9/11/20,Indonesia,88
9/12/20,Indonesia,106
9/13/20,Indonesia,73
9/14/20,Indonesia,118
9/15/20,Indonesia,124
9/16/20,Indonesia,135
9/17/20,Indonesia,122
9/18/20,Indonesia,114
9/19/20,Indonesia,112
9/20/20,Indonesia,105
9/21/20,Indonesia,124
9/22/20,Indonesia,160
9/23/20,Indonesia,140
9/24/20,Indonesia,128
9/25/20,Indonesia,113
9/26/20,Indonesia,90
9/27/20,Indonesia,78
9/28/20,Indonesia,87
9/29/20,Indonesia,128
9/30/20,Indonesia,139
10/1/20,Indonesia,116
10/2/20,Indonesia,116
10/3/20,Indonesia,83
10/4/20,Indonesia,96
10/5/20,Indonesia,102
10/6/20,Indonesia,121
10/7/20,Indonesia,98
10/8/20,Indonesia,108
10/9/20,Indonesia,97
10/10/20,Indonesia,88
10/11/20,Indonesia,79
10/12/20,Indonesia,91
10/13/20,Indonesia,92
10/14/20,Indonesia,129
10/15/20,Indonesia,112
10/16/20,Indonesia,79
10/17/20,Indonesia,84
10/18/20,Indonesia,80
10/19/20,Indonesia,106
10/20/20,Indonesia,117
10/21/20,Indonesia,123
10/22/20,Indonesia,102
10/23/20,Indonesia,118
10/24/20,Indonesia,128
10/25/20,Indonesia,94
10/26/20,Indonesia,112
10/27/20,Indonesia,101
10/28/20,Indonesia,100
10/29/20,Indonesia,89
10/30/20,Indonesia,81
10/31/20,Indonesia,87
11/1/20,Indonesia,74
11/2/20,Indonesia,101
11/3/20,Indonesia,102
11/4/20,Indonesia,113
11/5/20,Indonesia,89
11/6/20,Indonesia,94
11/7/20,Indonesia,98
11/8/20,Indonesia,74
11/9/20,Indonesia,75
11/10/20,Indonesia,72
11/11/20,Indonesia,75
11/12/20,Indonesia,97
11/13/20,Indonesia,104
11/14/20,Indonesia,111
11/15/20,Indonesia,63
11/16/20,Indonesia,85
11/17/20,Indonesia,97
11/18/20,Indonesia,110
11/19/20,Indonesia,97
11/20/20,Indonesia,78
11/21/20,Indonesia,96
11/22/20,Indonesia,110
11/23/20,Indonesia,118
11/24/20,Indonesia,109
11/25/20,Indonesia,114
11/26/20,Indonesia,127
11/27/20,Indonesia,169
11/28/20,Indonesia,125
11/29/20,Indonesia,169
11/30/20,Indonesia,130
12/1/20,Indonesia,136
12/2/20,Indonesia,118
12/3/20,Indonesia,156
12/4/20,Indonesia,124
12/5/20,Indonesia,110
12/6/20,Indonesia,151
12/7/20,Indonesia,127
12/8/20,Indonesia,133
12/9/20,Indonesia,171
12/10/20,Indonesia,165
12/11/20,Indonesia,175
12/12/20,Indonesia,142
12/13/20,Indonesia,166
12/14/20,Indonesia,137
12/15/20,Indonesia,155
12/16/20,Indonesia,137
12/17/20,Indonesia,142
12/18/20,Indonesia,124
12/19/20,Indonesia,145
12/20/20,Indonesia,221
12/21/20,Indonesia,205
12/22/20,Indonesia,172
12/23/20,Indonesia,151
12/24/20,Indonesia,181
12/25/20,Indonesia,258
12/26/20,Indonesia,147
12/27/20,Indonesia,243
12/28/20,Indonesia,215
12/29/20,Indonesia,251
12/30/20,Indonesia,241
12/31/20,Indonesia,194
1/1/21,Indonesia,191
1/2/21,Indonesia,226
1/3/21,Indonesia,179
1/4/21,Indonesia,177
1/5/21,Indonesia,198
1/6/21,Indonesia,187
1/7/21,Indonesia,224
1/8/21,Indonesia,233
1/9/21,Indonesia,194
1/10/21,Indonesia,182
1/11/21,Indonesia,214
1/12/21,Indonesia,302
1/13/21,Indonesia,306
1/14/21,Indonesia,295
1/15/21,Indonesia,238
1/16/21,Indonesia,283
1/17/21,Indonesia,220
1/18/21,Indonesia,295
1/19/21,Indonesia,308
1/20/21,Indonesia,267
1/21/21,Indonesia,346
1/22/21,Indonesia,250
1/23/21,Indonesia,211
1/24/21,Indonesia,171
1/25/21,Indonesia,297
1/26/21,Indonesia,336
1/27/21,Indonesia,387
1/28/21,Indonesia,476
1/29/21,Indonesia,187
1/30/21,Indonesia,210
1/31/21,Indonesia,270
2/1/21,Indonesia,279
2/2/21,Indonesia,304
2/3/21,Indonesia,189
2/4/21,Indonesia,231
2/5/21,Indonesia,201
2/6/21,Indonesia,191
2/7/21,Indonesia,163
2/8/21,Indonesia,207
2/9/21,Indonesia,213
2/10/21,Indonesia,191
2/11/21,Indonesia,214
2/12/21,Indonesia,275
2/13/21,Indonesia,280
2/14/21,Indonesia,247
2/15/21,Indonesia,184
2/16/21,Indonesia,229
2/17/21,Indonesia,192
2/18/21,Indonesia,181
2/19/21,Indonesia,183
2/20/21,Indonesia,164
2/21/21,Indonesia,173
2/22/21,Indonesia,202
2/23/21,Indonesia,323
2/24/21,Indonesia,240
2/25/21,Indonesia,264
2/26/21,Indonesia,268
2/27/21,Indonesia,195
2/28/21,Indonesia,185
3/1/21,Indonesia,159
3/2/21,Indonesia,193
3/3/21,Indonesia,203
3/4/21,Indonesia,176
3/5/21,Indonesia,129
3/6/21,Indonesia,128
3/7/21,Indonesia,112
3/8/21,Indonesia,281
3/9/21,Indonesia,210
3/10/21,Indonesia,175
3/11/21,Indonesia,117
3/12/21,Indonesia,180
3/13/21,Indonesia,100
3/14/21,Indonesia,97
3/15/21,Indonesia,147
3/16/21,Indonesia,180
3/17/21,Indonesia,162
3/18/21,Indonesia,227
3/19/21,Indonesia,197
3/20/21,Indonesia,108
3/21/21,Indonesia,103
3/22/21,Indonesia,161
3/23/21,Indonesia,154
3/24/21,Indonesia,118
3/25/21,Indonesia,98
3/26/21,Indonesia,85
3/27/21,Indonesia,198
3/28/21,Indonesia,85
3/29/21,Indonesia,132
3/30/21,Indonesia,173
3/31/21,Indonesia,104
4/1/21,Indonesia,196
4/2/21,Indonesia,97
4/3/21,Indonesia,91
4/4/21,Indonesia,427
4/5/21,Indonesia,146
4/6/21,Indonesia,162
4/7/21,Indonesia,87
4/8/21,Indonesia,163
4/9/21,Indonesia,121
4/10/21,Indonesia,95
4/11/21,Indonesia,87
4/12/21,Indonesia,126
4/13/21,Indonesia,126
4/14/21,Indonesia,124
4/15/21,Indonesia,167
4/16/21,Indonesia,123
4/17/21,Indonesia,132
4/18/21,Indonesia,96
4/19/21,Indonesia,143
4/20/21,Indonesia,210
4/21/21,Indonesia,230
4/22/21,Indonesia,165
4/23/21,Indonesia,174
4/24/21,Indonesia,154
4/25/21,Indonesia,94
4/26/21,Indonesia,177
4/27/21,Indonesia,168
4/28/21,Indonesia,177
4/29/21,Indonesia,218
4/30/21,Indonesia,187
5/1/21,Indonesia,131
5/2/21,Indonesia,144
5/3/21,Indonesia,153
5/4/21,Indonesia,188
5/5/21,Indonesia,212
5/6/21,Indonesia,147
5/7/21,Indonesia,167
5/8/21,Indonesia,179
5/9/21,Indonesia,170
5/10/21,Indonesia,206
5/11/21,Indonesia,247
5/12/21,Indonesia,152
5/13/21,Indonesia,99
5/14/21,Indonesia,107
5/15/21,Indonesia,144
5/16/21,Indonesia,126
5/17/21,Indonesia,212
5/18/21,Indonesia,172
5/19/21,Indonesia,192
5/20/21,Indonesia,218
5/21/21,Indonesia,186
5/22/21,Indonesia,132
5/23/21,Indonesia,123
5/24/21,Indonesia,127
5/25/21,Indonesia,172
5/26/21,Indonesia,144
5/27/21,Indonesia,136
5/28/21,Indonesia,193
5/29/21,Indonesia,162
5/30/21,Indonesia,142
5/31/21,Indonesia,174
6/1/21,Indonesia,145
6/2/21,Indonesia,185
6/3/21,Indonesia,187
6/4/21,Indonesia,201
6/5/21,Indonesia,153
6/6/21,Indonesia,163
6/7/21,Indonesia,191
6/8/21,Indonesia,189
6/9/21,Indonesia,170
6/10/21,Indonesia,211
6/11/21,Indonesia,193
6/12/21,Indonesia,164
6/13/21,Indonesia,149
6/14/21,Indonesia,237
6/15/21,Indonesia,164
6/16/21,Indonesia,196
6/17/21,Indonesia,277
6/18/21,Indonesia,290
6/19/21,Indonesia,248
6/20/21,Indonesia,371
6/21/21,Indonesia,294
6/22/21,Indonesia,335
6/23/21,Indonesia,303
6/24/21,Indonesia,355
6/25/21,Indonesia,422
6/26/21,Indonesia,358
6/27/21,Indonesia,409
6/28/21,Indonesia,423
6/29/21,Indonesia,463
6/30/21,Indonesia,467
7/1/21,Indonesia,504
7/2/21,Indonesia,539
7/3/21,Indonesia,493
7/4/21,Indonesia,555
7/5/21,Indonesia,558
7/6/21,Indonesia,728
7/7/21,Indonesia,1040
7/8/21,Indonesia,852
7/9/21,Indonesia,871
7/10/21,Indonesia,826
7/11/21,Indonesia,1007
7/12/21,Indonesia,891
7/13/21,Indonesia,864
7/14/21,Indonesia,991
7/15/21,Indonesia,982
7/16/21,Indonesia,1205
7/17/21,Indonesia,1092
7/18/21,Indonesia,1093
7/19/21,Indonesia,1338
7/20/21,Indonesia,1280
7/21/21,Indonesia,1383
7/22/21,Indonesia,1449
7/23/21,Indonesia,1566
7/24/21,Indonesia,1415
7/25/21,Indonesia,1266
7/26/21,Indonesia,1487
7/27/21,Indonesia,2069
7/28/21,Indonesia,1824
7/29/21,Indonesia,1893
7/30/21,Indonesia,1759
7/31/21,Indonesia,1808
8/1/21,Indonesia,1604
8/2/21,Indonesia,1568
8/3/21,Indonesia,1598
8/4/21,Indonesia,1747
8/5/21,Indonesia,1739
8/6/21,Indonesia,1635
8/7/21,Indonesia,1588
8/8/21,Indonesia,1498
8/9/21,Indonesia,1475
8/10/21,Indonesia,2048
8/11/21,Indonesia,1579
8/12/21,Indonesia,1466
8/13/21,Indonesia,1432
8/14/21,Indonesia,1270
8/15/21,Indonesia,1222
8/16/21,Indonesia,1245
8/17/21,Indonesia,1180
8/18/21,Indonesia,1128
8/19/21,Indonesia,1492
8/20/21,Indonesia,1348
8/21/21,Indonesia,1361
8/22/21,Indonesia,1030
8/23/21,Indonesia,842
8/24/21,Indonesia,1038
8/25/21,Indonesia,1041
8/26/21,Indonesia,889
8/27/21,Indonesia,599
8/28/21,Indonesia,591
8/29/21,Indonesia,551
8/30/21,Indonesia,568
8/31/21,Indonesia,532
9/1/21,Indonesia,653
9/2/21,Indonesia,0
9/3/21,Indonesia,1254
9/4/21,Indonesia,539
9/5/21,Indonesia,392
9/6/21,Indonesia,612
9/7/21,Indonesia,683
9/8/21,Indonesia,626
9/9/21,Indonesia,334
9/10/21,Indonesia,315
9/11/21,Indonesia,270
9/12/21,Indonesia,188
9/13/21,Indonesia,276
9/14/21,Indonesia,250
9/15/21,Indonesia,267
9/16/21,Indonesia,237
9/17/21,Indonesia,219
9/18/21,Indonesia,185
9/19/21,Indonesia,145
9/20/21,Indonesia,166
9/21/21,Indonesia,171
9/22/21,Indonesia,149
9/23/21,Indonesia,160
9/24/21,Indonesia,144
9/25/21,Indonesia,123
9/26/21,Indonesia,86
9/27/21,Indonesia,118
9/28/21,Indonesia,124
9/29/21,Indonesia,117
9/30/21,Indonesia,113
10/1/21,Indonesia,87
10/2/21,Indonesia,89
10/3/21,Indonesia,58
10/4/21,Indonesia,88
10/5/21,Indonesia,77
10/6/21,Indonesia,75
10/7/21,Indonesia,81
10/8/21,Indonesia,66
10/9/21,Indonesia,52
10/10/21,Indonesia,39
10/11/21,Indonesia,65
10/12/21,Indonesia,47
1/22/20,Japan,0
1/23/20,Japan,0
1/24/20,Japan,0
1/25/20,Japan,0
1/26/20,Japan,0
1/27/20,Japan,0
1/28/20,Japan,0
1/29/20,Japan,0
1/30/20,Japan,0
1/31/20,Japan,0
2/1/20,Japan,0
2/2/20,Japan,0
2/3/20,Japan,0
2/4/20,Japan,0
2/5/20,Japan,0
2/6/20,Japan,0
2/7/20,Japan,0
2/8/20,Japan,0
2/9/20,Japan,0
2/10/20,Japan,0
2/11/20,Japan,0
2/12/20,Japan,0
2/13/20,Japan,1
2/14/20,Japan,0
2/15/20,Japan,0
2/16/20,Japan,0
2/17/20,Japan,0
2/18/20,Japan,1
2/19/20,Japan,0
2/20/20,Japan,0
2/21/20,Japan,0
2/22/20,Japan,0
2/23/20,Japan,0
2/24/20,Japan,0
2/25/20,Japan,1
2/26/20,Japan,0
2/27/20,Japan,1
2/28/20,Japan,1
2/29/20,Japan,1
3/1/20,Japan,0
3/2/20,Japan,0
3/3/20,Japan,0
3/4/20,Japan,1
3/5/20,Japan,0
3/6/20,Japan,0
3/7/20,Japan,0
3/8/20,Japan,1
3/9/20,Japan,2
3/10/20,Japan,3
3/11/20,Japan,2
3/12/20,Japan,4
3/13/20,Japan,2
3/14/20,Japan,1
3/15/20,Japan,2
3/16/20,Japan,6
3/17/20,Japan,0
3/18/20,Japan,2
3/19/20,Japan,1
3/20/20,Japan,1
3/21/20,Japan,2
3/22/20,Japan,4
3/23/20,Japan,1
3/24/20,Japan,1
3/25/20,Japan,3
3/26/20,Japan,2
3/27/20,Japan,6
3/28/20,Japan,3
3/29/20,Japan,7
3/30/20,Japan,2
3/31/20,Japan,2
4/1/20,Japan,5
4/2/20,Japan,3
4/3/20,Japan,6
4/4/20,Japan,6
4/5/20,Japan,6
4/6/20,Japan,3
4/7/20,Japan,2
4/8/20,Japan,7
4/9/20,Japan,8
4/10/20,Japan,12
4/11/20,Japan,13
4/12/20,Japan,9
4/13/20,Japan,9
4/14/20,Japan,14
4/15/20,Japan,16
4/16/20,Japan,18
4/17/20,Japan,13
4/18/20,Japan,19
4/19/20,Japan,19
4/20/20,Japan,20
4/21/20,Japan,28
4/22/20,Japan,20
4/23/20,Japan,28
4/24/20,Japan,9
4/25/20,Japan,19
4/26/20,Japan,16
4/27/20,Japan,22
4/28/20,Japan,19
4/29/20,Japan,18
4/30/20,Japan,27
5/1/20,Japan,29
5/2/20,Japan,26
5/3/20,Japan,24
5/4/20,Japan,22
5/5/20,Japan,11
5/6/20,Japan,12
5/7/20,Japan,12
5/8/20,Japan,17
5/9/20,Japan,20
5/10/20,Japan,12
5/11/20,Japan,19
5/12/20,Japan,22
5/13/20,Japan,19
5/14/20,Japan,16
5/15/20,Japan,18
5/16/20,Japan,18
5/17/20,Japan,9
5/18/20,Japan,9
5/19/20,Japan,9
5/20/20,Japan,13
5/21/20,Japan,8
5/22/20,Japan,10
5/23/20,Japan,9
5/24/20,Japan,7
5/25/20,Japan,5
5/26/20,Japan,6
5/27/20,Japan,7
5/28/20,Japan,11
5/29/20,Japan,6
5/30/20,Japan,7
5/31/20,Japan,4
6/1/20,Japan,1
6/2/20,Japan,3
6/3/20,Japan,3
6/4/20,Japan,6
6/5/20,Japan,5
6/6/20,Japan,-1
6/7/20,Japan,2
6/8/20,Japan,3
6/9/20,Japan,0
6/10/20,Japan,2
6/11/20,Japan,0
6/12/20,Japan,2
6/13/20,Japan,3
6/14/20,Japan,0
6/15/20,Japan,2
6/16/20,Japan,5
6/17/20,Japan,1
6/18/20,Japan,0
6/19/20,Japan,16
6/20/20,Japan,4
6/21/20,Japan,0
6/22/20,Japan,0
6/23/20,Japan,10
6/24/20,Japan,2
6/25/20,Japan,4
6/26/20,Japan,0
6/27/20,Japan,0
6/28/20,Japan,1
6/29/20,Japan,0
6/30/20,Japan,0
7/1/20,Japan,4
7/2/20,Japan,1
7/3/20,Japan,0
7/4/20,Japan,0
7/5/20,Japan,0
7/6/20,Japan,1
7/7/20,Japan,3
7/8/20,Japan,1
7/9/20,Japan,0
7/10/20,Japan,0
7/11/20,Japan,0
7/12/20,Japan,1
7/13/20,Japan,1
7/14/20,Japan,0
7/15/20,Japan,0
7/16/20,Japan,1
7/17/20,Japan,0
7/18/20,Japan,1
7/19/20,Japan,0
7/20/20,Japan,2
7/21/20,Japan,0
7/22/20,Japan,2
7/23/20,Japan,2
7/24/20,Japan,2
7/25/20,Japan,2
7/26/20,Japan,2
7/27/20,Japan,0
7/28/20,Japan,3
7/29/20,Japan,0
7/30/20,Japan,6
7/31/20,Japan,1
8/1/20,Japan,4
8/2/20,Japan,1
8/3/20,Japan,5
8/4/20,Japan,5
8/5/20,Japan,5
8/6/20,Japan,6
8/7/20,Japan,8
8/8/20,Japan,0
8/9/20,Japan,5
8/10/20,Japan,5
8/11/20,Japan,6
8/12/20,Japan,8
8/13/20,Japan,7
8/14/20,Japan,7
8/15/20,Japan,13
8/16/20,Japan,10
8/17/20,Japan,9
8/18/20,Japan,23
8/19/20,Japan,13
8/20/20,Japan,9
8/21/20,Japan,18
8/22/20,Japan,4
8/23/20,Japan,9
8/24/20,Japan,13
8/25/20,Japan,18
8/26/20,Japan,11
8/27/20,Japan,11
8/28/20,Japan,10
8/29/20,Japan,20
8/30/20,Japan,14
8/31/20,Japan,13
9/1/20,Japan,15
9/2/20,Japan,14
9/3/20,Japan,7
9/4/20,Japan,18
9/5/20,Japan,9
9/6/20,Japan,5
9/7/20,Japan,11
9/8/20,Japan,21
9/9/20,Japan,14
9/10/20,Japan,4
9/11/20,Japan,12
9/12/20,Japan,13
9/13/20,Japan,7
9/14/20,Japan,7
9/15/20,Japan,8
9/16/20,Japan,18
9/17/20,Japan,9
9/18/20,Japan,10
9/19/20,Japan,4
9/20/20,Japan,4
9/21/20,Japan,10
9/22/20,Japan,1
9/23/20,Japan,6
9/24/20,Japan,15
9/25/20,Japan,4
9/26/20,Japan,3
9/27/20,Japan,2
9/28/20,Japan,12
9/29/20,Japan,7
9/30/20,Japan,7
10/1/20,Japan,5
10/2/20,Japan,11
10/3/20,Japan,3
10/4/20,Japan,4
10/5/20,Japan,4
10/6/20,Japan,7
10/7/20,Japan,5
10/8/20,Japan,3
10/9/20,Japan,6
10/10/20,Japan,3
10/11/20,Japan,2
10/12/20,Japan,3
10/13/20,Japan,4
10/14/20,Japan,11
10/15/20,Japan,4
10/16/20,Japan,14
10/17/20,Japan,6
10/18/20,Japan,2
10/19/20,Japan,4
10/20/20,Japan,3
10/21/20,Japan,7
10/22/20,Japan,11
10/23/20,Japan,9
10/24/20,Japan,4
10/25/20,Japan,6
10/26/20,Japan,5
10/27/20,Japan,5
10/28/20,Japan,5
10/29/20,Japan,17
10/30/20,Japan,8
10/31/20,Japan,13
11/1/20,Japan,7
11/2/20,Japan,11
11/3/20,Japan,7
11/4/20,Japan,5
11/5/20,Japan,7
11/6/20,Japan,4
11/7/20,Japan,5
11/8/20,Japan,6
11/9/20,Japan,13
11/10/20,Japan,6
11/11/20,Japan,7
11/12/20,Japan,7
11/13/20,Japan,10
11/14/20,Japan,1
11/15/20,Japan,9
11/16/20,Japan,9
11/17/20,Japan,12
11/18/20,Japan,13
11/19/20,Japan,12
11/20/20,Japan,10
11/21/20,Japan,2
11/22/20,Japan,11
11/23/20,Japan,6
11/24/20,Japan,14
11/25/20,Japan,20
11/26/20,Japan,13
11/27/20,Japan,32
11/28/20,Japan,14
11/29/20,Japan,15
11/30/20,Japan,19
12/1/20,Japan,33
12/2/20,Japan,32
12/3/20,Japan,33
12/4/20,Japan,36
12/5/20,Japan,19
12/6/20,Japan,30
12/7/20,Japan,40
12/8/20,Japan,35
12/9/20,Japan,42
12/10/20,Japan,19
12/11/20,Japan,51
12/12/20,Japan,16
12/13/20,Japan,19
12/14/20,Japan,49
12/15/20,Japan,51
12/16/20,Japan,42
12/17/20,Japan,38
12/18/20,Japan,48
12/19/20,Japan,40
12/20/20,Japan,35
12/21/20,Japan,49
12/22/20,Japan,44
12/23/20,Japan,64
12/24/20,Japan,26
12/25/20,Japan,49
12/26/20,Japan,46
12/27/20,Japan,38
12/28/20,Japan,52
12/29/20,Japan,44
12/30/20,Japan,47
12/31/20,Japan,49
1/1/21,Japan,248
1/2/21,Japan,31
1/3/21,Japan,60
1/4/21,Japan,48
1/5/21,Japan,76
1/6/21,Japan,65
1/7/21,Japan,64
1/8/21,Japan,78
1/9/21,Japan,59
1/10/21,Japan,45
1/11/21,Japan,48
1/12/21,Japan,64
1/13/21,Japan,97
1/14/21,Japan,66
1/15/21,Japan,78
1/16/21,Japan,56
1/17/21,Japan,49
1/18/21,Japan,58
1/19/21,Japan,104
1/20/21,Japan,92
1/21/21,Japan,94
1/22/21,Japan,108
1/23/21,Japan,83
1/24/21,Japan,56
1/25/21,Japan,74
1/26/21,Japan,104
1/27/21,Japan,90
1/28/21,Japan,113
1/29/21,Japan,97
1/30/21,Japan,91
1/31/21,Japan,65
2/1/21,Japan,80
2/2/21,Japan,119
2/3/21,Japan,116
2/4/21,Japan,104
2/5/21,Japan,106
2/6/21,Japan,94
2/7/21,Japan,52
2/8/21,Japan,83
2/9/21,Japan,95
2/10/21,Japan,121
2/11/21,Japan,77
2/12/21,Japan,63
2/13/21,Japan,65
2/14/21,Japan,38
2/15/21,Japan,72
2/16/21,Japan,101
2/17/21,Japan,79
2/18/21,Japan,76
2/19/21,Japan,66
2/20/21,Japan,78
2/21/21,Japan,47
2/22/21,Japan,56
2/23/21,Japan,54
2/24/21,Japan,69
2/25/21,Japan,74
2/26/21,Japan,80
2/27/21,Japan,41
2/28/21,Japan,30
3/1/21,Japan,51
3/2/21,Japan,65
3/3/21,Japan,63
3/4/21,Japan,67
3/5/21,Japan,55
3/6/21,Japan,6
3/7/21,Japan,59
3/8/21,Japan,46
3/9/21,Japan,58
3/10/21,Japan,53
3/11/21,Japan,45
3/12/21,Japan,58
3/13/21,Japan,51
3/14/21,Japan,21
3/15/21,Japan,38
3/16/21,Japan,57
3/17/21,Japan,36
3/18/21,Japan,32
3/19/21,Japan,33
3/20/21,Japan,19
3/21/21,Japan,19
3/22/21,Japan,36
3/23/21,Japan,51
3/24/21,Japan,21
3/25/21,Japan,27
3/26/21,Japan,33
3/27/21,Japan,32
3/28/21,Japan,29
3/29/21,Japan,29
3/30/21,Japan,33
3/31/21,Japan,43
4/1/21,Japan,18
