date,country,daily case
6/9/21,Canada,1437
6/10/21,Canada,1490
6/11/21,Canada,1381
6/12/21,Canada,1137
6/13/21,Canada,974
6/14/21,Canada,1319
6/15/21,Canada,893
6/16/21,Canada,1082
6/17/21,Canada,1101
6/18/21,Canada,968
6/19/21,Canada,737
6/20/21,Canada,580
6/21/21,Canada,1036
6/22/21,Canada,510
6/23/21,Canada,718
6/24/21,Canada,716
6/25/21,Canada,622
6/26/21,Canada,533
6/27/21,Canada,398
6/28/21,Canada,931
6/29/21,Canada,565
6/30/21,Canada,552
7/1/21,Canada,151
7/2/21,Canada,839
7/3/21,Canada,342
7/4/21,Canada,282
7/5/21,Canada,810
7/6/21,Canada,290
7/7/21,Canada,551
7/8/21,Canada,592
7/9/21,Canada,555
7/10/21,Canada,317
7/11/21,Canada,263
7/12/21,Canada,527
7/13/21,Canada,340
7/14/21,Canada,340
7/15/21,Canada,378
7/16/21,Canada,380
7/17/21,Canada,310
7/18/21,Canada,303
7/19/21,Canada,638
7/20/21,Canada,313
7/21/21,Canada,517
7/22/21,Canada,398
7/23/21,Canada,594
7/24/21,Canada,325
7/25/21,Canada,267
7/26/21,Canada,1074
7/27/21,Canada,537
7/28/21,Canada,796
7/29/21,Canada,912
7/30/21,Canada,910
7/31/21,Canada,436
8/1/21,Canada,360
8/2/21,Canada,215
8/3/21,Canada,2243
8/4/21,Canada,980
8/5/21,Canada,1523
8/6/21,Canada,1552
8/7/21,Canada,585
8/8/21,Canada,582
8/9/21,Canada,3209
8/10/21,Canada,1334
8/11/21,Canada,1960
8/12/21,Canada,2141
8/13/21,Canada,2317
8/14/21,Canada,868
8/15/21,Canada,744
8/16/21,Canada,4546
8/17/21,Canada,1862
8/18/21,Canada,2356
8/19/21,Canada,2969
8/20/21,Canada,2998
8/21/21,Canada,1053
8/22/21,Canada,1156
8/23/21,Canada,5428
8/24/21,Canada,2222
8/25/21,Canada,3537
8/26/21,Canada,3420
8/27/21,Canada,3780
8/28/21,Canada,1462
8/29/21,Canada,1424
8/30/21,Canada,6874
8/31/21,Canada,2935
9/1/21,Canada,3954
9/2/21,Canada,3996
9/3/21,Canada,4206
9/4/21,Canada,1644
9/5/21,Canada,1733
9/6/21,Canada,1043
9/7/21,Canada,9921
9/8/21,Canada,3705
9/9/21,Canada,4261
9/10/21,Canada,4599
9/11/21,Canada,913
9/12/21,Canada,2774
9/13/21,Canada,9288
9/14/21,Canada,4014
9/15/21,Canada,4414
9/16/21,Canada,4671
9/17/21,Canada,5107
9/18/21,Canada,1846
9/19/21,Canada,1822
9/20/21,Canada,8986
9/21/21,Canada,3685
9/22/21,Canada,4115
9/23/21,Canada,4624
9/24/21,Canada,4561
9/25/21,Canada,1045
9/26/21,Canada,1137
9/27/21,Canada,11381
9/28/21,Canada,3464
9/29/21,Canada,4328
9/30/21,Canada,3318
10/1/21,Canada,5794
10/2/21,Canada,1728
10/3/21,Canada,1396
10/4/21,Canada,8377
10/5/21,Canada,2661
10/6/21,Canada,3803
10/7/21,Canada,4111
10/8/21,Canada,4199
10/9/21,Canada,1596
10/10/21,Canada,1596
10/11/21,Canada,1101
10/12/21,Canada,7796
1/22/20,Chile,0
1/23/20,Chile,0
1/24/20,Chile,0
1/25/20,Chile,0
1/26/20,Chile,0
1/27/20,Chile,0
1/28/20,Chile,0
1/29/20,Chile,0
1/30/20,Chile,0
1/31/20,Chile,0
2/1/20,Chile,0
2/2/20,Chile,0
2/3/20,Chile,0
2/4/20,Chile,0
2/5/20,Chile,0
2/6/20,Chile,0
2/7/20,Chile,0
2/8/20,Chile,0
2/9/20,Chile,0
2/10/20,Chile,0
2/11/20,Chile,0
2/12/20,Chile,0
2/13/20,Chile,0
2/14/20,Chile,0
2/15/20,Chile,0
2/16/20,Chile,0
2/17/20,Chile,0
2/18/20,Chile,0
2/19/20,Chile,0
2/20/20,Chile,0
2/21/20,Chile,0
2/22/20,Chile,0
2/23/20,Chile,2
2/24/20,Chile,0
2/25/20,Chile,0
2/26/20,Chile,0
2/27/20,Chile,0
2/28/20,Chile,0
2/29/20,Chile,0
3/1/20,Chile,7
3/2/20,Chile,0
3/3/20,Chile,1
3/4/20,Chile,0
3/5/20,Chile,3
3/6/20,Chile,0
3/7/20,Chile,0
3/8/20,Chile,7
3/9/20,Chile,0
3/10/20,Chile,5
3/11/20,Chile,10
3/12/20,Chile,0
3/13/20,Chile,20
3/14/20,Chile,33
3/15/20,Chile,13
3/16/20,Chile,81
3/17/20,Chile,46
3/18/20,Chile,37
3/19/20,Chile,0
3/20/20,Chile,196
3/21/20,Chile,131
3/22/20,Chile,95
3/23/20,Chile,114
3/24/20,Chile,176
3/25/20,Chile,220
3/26/20,Chile,164
3/27/20,Chile,304
3/28/20,Chile,350
3/29/20,Chile,230
3/30/20,Chile,310
3/31/20,Chile,289
4/1/20,Chile,293
4/2/20,Chile,373
4/3/20,Chile,333
4/4/20,Chile,512
4/5/20,Chile,310
4/6/20,Chile,344
4/7/20,Chile,301
4/8/20,Chile,430
4/9/20,Chile,426
4/10/20,Chile,529
4/11/20,Chile,671
4/12/20,Chile,286
4/13/20,Chile,312
4/14/20,Chile,392
4/15/20,Chile,356
4/16/20,Chile,534
4/17/20,Chile,445
4/18/20,Chile,907
4/19/20,Chile,358
4/20/20,Chile,419
4/21/20,Chile,325
4/22/20,Chile,464
4/23/20,Chile,516
4/24/20,Chile,494
4/25/20,Chile,1363
4/26/20,Chile,473
4/27/20,Chile,482
4/28/20,Chile,552
4/29/20,Chile,520
4/30/20,Chile,1138
5/1/20,Chile,985
5/2/20,Chile,2526
5/3/20,Chile,1228
5/4/20,Chile,980
5/5/20,Chile,1373
5/6/20,Chile,1032
5/7/20,Chile,1533
5/8/20,Chile,1391
5/9/20,Chile,3458
5/10/20,Chile,1647
5/11/20,Chile,1197
5/12/20,Chile,1658
5/13/20,Chile,2660
5/14/20,Chile,2659
5/15/20,Chile,2502
5/16/20,Chile,5485
5/17/20,Chile,2353
5/18/20,Chile,2278
5/19/20,Chile,3520
5/20/20,Chile,4038
5/21/20,Chile,3964
5/22/20,Chile,4276
5/23/20,Chile,9842
5/24/20,Chile,3709
5/25/20,Chile,4895
5/26/20,Chile,3964
5/27/20,Chile,4328
5/28/20,Chile,4654
5/29/20,Chile,3695
5/30/20,Chile,13188
5/31/20,Chile,4830
6/1/20,Chile,5470
6/2/20,Chile,3528
6/3/20,Chile,4942
6/4/20,Chile,4664
6/5/20,Chile,4207
6/6/20,Chile,13990
6/7/20,Chile,6405
6/8/20,Chile,4696
6/9/20,Chile,3913
6/10/20,Chile,5697
6/11/20,Chile,5636
6/12/20,Chile,6754
6/13/20,Chile,8182
6/14/20,Chile,6938
6/15/20,Chile,5143
6/16/20,Chile,5013
6/17/20,Chile,1900
6/18/20,Chile,4475
6/19/20,Chile,6290
6/20/20,Chile,5355
6/21/20,Chile,5607
6/22/20,Chile,4608
6/23/20,Chile,3804
6/24/20,Chile,3649
6/25/20,Chile,4648
6/26/20,Chile,4296
6/27/20,Chile,4406
6/28/20,Chile,4216
6/29/20,Chile,4017
6/30/20,Chile,3394
7/1/20,Chile,2650
7/2/20,Chile,2498
7/3/20,Chile,3548
7/4/20,Chile,3758
7/5/20,Chile,3685
7/6/20,Chile,3025
7/7/20,Chile,2462
7/8/20,Chile,2064
7/9/20,Chile,3133
7/10/20,Chile,3058
7/11/20,Chile,2755
7/12/20,Chile,3012
7/13/20,Chile,2616
7/14/20,Chile,1836
7/15/20,Chile,1712
7/16/20,Chile,2493
7/17/20,Chile,2741
7/18/20,Chile,2407
7/19/20,Chile,2084
7/20/20,Chile,2099
7/21/20,Chile,1654
7/22/20,Chile,1719
7/23/20,Chile,2357
7/24/20,Chile,2545
7/25/20,Chile,2288
7/26/20,Chile,2198
7/27/20,Chile,2133
7/28/20,Chile,1877
7/29/20,Chile,1775
7/30/20,Chile,1961
7/31/20,Chile,2131
8/1/20,Chile,1991
8/2/20,Chile,2073
8/3/20,Chile,1762
8/4/20,Chile,1469
8/5/20,Chile,1761
8/6/20,Chile,1948
8/7/20,Chile,2154
8/8/20,Chile,2198
8/9/20,Chile,2033
8/10/20,Chile,1988
8/11/20,Chile,1572
8/12/20,Chile,1552
8/13/20,Chile,1866
8/14/20,Chile,2077
8/15/20,Chile,1791
8/16/20,Chile,2044
8/17/20,Chile,1556
8/18/20,Chile,1353
8/19/20,Chile,1182
8/20/20,Chile,1812
8/21/20,Chile,1920
8/22/20,Chile,1939
8/23/20,Chile,1957
8/24/20,Chile,1903
8/25/20,Chile,1417
8/26/20,Chile,1380
8/27/20,Chile,1737
8/28/20,Chile,1870
8/29/20,Chile,2037
8/30/20,Chile,1965
8/31/20,Chile,1752
9/1/20,Chile,1419
9/2/20,Chile,1594
9/3/20,Chile,1762
9/4/20,Chile,1968
9/5/20,Chile,1965
9/6/20,Chile,2076
9/7/20,Chile,1764
9/8/20,Chile,1267
9/9/20,Chile,1486
9/10/20,Chile,1642
9/11/20,Chile,1866
9/12/20,Chile,2131
9/13/20,Chile,2082
9/14/20,Chile,1685
9/15/20,Chile,1550
9/16/20,Chile,1304
9/17/20,Chile,1863
9/18/20,Chile,1677
9/19/20,Chile,1847
9/20/20,Chile,1600
9/21/20,Chile,1194
9/22/20,Chile,1055
9/23/20,Chile,1380
9/24/20,Chile,1731
9/25/20,Chile,2234
9/26/20,Chile,2111
9/27/20,Chile,1922
9/28/20,Chile,1770
9/29/20,Chile,1629
9/30/20,Chile,1691
10/1/20,Chile,1759
10/2/20,Chile,1840
10/3/20,Chile,1881
10/4/20,Chile,1708
10/5/20,Chile,1567
10/6/20,Chile,1560
10/7/20,Chile,1134
10/8/20,Chile,1576
10/9/20,Chile,1753
10/10/20,Chile,1826
10/11/20,Chile,1776
10/12/20,Chile,1461
10/13/20,Chile,1448
10/14/20,Chile,1092
10/15/20,Chile,1124
10/16/20,Chile,1694
10/17/20,Chile,1813
10/18/20,Chile,1757
10/19/20,Chile,1545
10/20/20,Chile,1173
10/21/20,Chile,1159
10/22/20,Chile,1494
10/23/20,Chile,1775
10/24/20,Chile,1636
10/25/20,Chile,1521
10/26/20,Chile,1535
10/27/20,Chile,927
10/28/20,Chile,1005
10/29/20,Chile,1520
10/30/20,Chile,1521
10/31/20,Chile,1685
11/1/20,Chile,1608
11/2/20,Chile,1276
11/3/20,Chile,1062
11/4/20,Chile,840
11/5/20,Chile,1540
11/6/20,Chile,1808
11/7/20,Chile,1587
11/8/20,Chile,1581
11/9/20,Chile,1321
11/10/20,Chile,1028
11/11/20,Chile,897
11/12/20,Chile,1634
11/13/20,Chile,1592
11/14/20,Chile,1646
11/15/20,Chile,1597
11/16/20,Chile,1331
11/17/20,Chile,1006
11/18/20,Chile,948
11/19/20,Chile,1454
11/20/20,Chile,1573
11/21/20,Chile,1558
11/22/20,Chile,1497
11/23/20,Chile,1440
11/24/20,Chile,1007
11/25/20,Chile,1005
11/26/20,Chile,1570
11/27/20,Chile,1581
11/28/20,Chile,1698
11/29/20,Chile,1489
11/30/20,Chile,1313
12/1/20,Chile,1121
12/2/20,Chile,1034
12/3/20,Chile,1508
12/4/20,Chile,1729
12/5/20,Chile,1533
12/6/20,Chile,1714
12/7/20,Chile,1760
12/8/20,Chile,1392
12/9/20,Chile,1244
12/10/20,Chile,1662
12/11/20,Chile,1534
12/12/20,Chile,1807
12/13/20,Chile,2138
12/14/20,Chile,1911
12/15/20,Chile,1499
12/16/20,Chile,1402
12/17/20,Chile,2001
12/18/20,Chile,2403
12/19/20,Chile,2220
12/20/20,Chile,2191
12/21/20,Chile,2447
12/22/20,Chile,1196
12/23/20,Chile,1725
12/24/20,Chile,3238
12/25/20,Chile,1679
12/26/20,Chile,2563
12/27/20,Chile,1711
12/28/20,Chile,1923
12/29/20,Chile,1958
12/30/20,Chile,2964
12/31/20,Chile,2023
1/1/21,Chile,3591
1/2/21,Chile,3338
1/3/21,Chile,2289
1/4/21,Chile,2450
1/5/21,Chile,2460
1/6/21,Chile,2382
1/7/21,Chile,3693
1/8/21,Chile,4205
1/9/21,Chile,4361
1/10/21,Chile,4181
1/11/21,Chile,3969
1/12/21,Chile,3243
1/13/21,Chile,3390
1/14/21,Chile,4187
1/15/21,Chile,4468
1/16/21,Chile,4313
1/17/21,Chile,4339
1/18/21,Chile,3918
1/19/21,Chile,3401
1/20/21,Chile,3589
1/21/21,Chile,4367
1/22/21,Chile,4959
1/23/21,Chile,4581
1/24/21,Chile,4463
1/25/21,Chile,4068
1/26/21,Chile,3322
1/27/21,Chile,3388
1/28/21,Chile,4255
1/29/21,Chile,4606
1/30/21,Chile,4151
1/31/21,Chile,4209
2/1/21,Chile,3779
2/2/21,Chile,3147
2/3/21,Chile,2610
2/4/21,Chile,3592
2/5/21,Chile,3782
2/6/21,Chile,4063
2/7/21,Chile,3804
2/8/21,Chile,3464
2/9/21,Chile,2839
2/10/21,Chile,2387
2/11/21,Chile,3731
2/12/21,Chile,4164
2/13/21,Chile,3925
2/14/21,Chile,3813
2/15/21,Chile,3332
2/16/21,Chile,2498
2/17/21,Chile,2275
2/18/21,Chile,3828
2/19/21,Chile,3797
2/20/21,Chile,3906
2/21/21,Chile,3615
2/22/21,Chile,3549
2/23/21,Chile,2308
2/24/21,Chile,2555
2/25/21,Chile,4472
2/26/21,Chile,4585
2/27/21,Chile,4489
2/28/21,Chile,3207
3/1/21,Chile,5145
3/2/21,Chile,2742
3/3/21,Chile,3040
3/4/21,Chile,4567
3/5/21,Chile,5331
3/6/21,Chile,5033
3/7/21,Chile,5302
3/8/21,Chile,4748
3/9/21,Chile,3531
3/10/21,Chile,3885
3/11/21,Chile,5563
3/12/21,Chile,5973
3/13/21,Chile,5894
3/14/21,Chile,5731
3/15/21,Chile,5121
3/16/21,Chile,4551
3/17/21,Chile,3430
3/18/21,Chile,7257
3/19/21,Chile,6584
3/20/21,Chile,7036
3/21/21,Chile,6850
3/22/21,Chile,6155
3/23/21,Chile,4864
3/24/21,Chile,4825
3/25/21,Chile,7060
3/26/21,Chile,7478
3/27/21,Chile,7592
3/28/21,Chile,7330
3/29/21,Chile,7241
3/30/21,Chile,5008
3/31/21,Chile,6046
4/1/21,Chile,7868
4/2/21,Chile,8079
4/3/21,Chile,7993
4/4/21,Chile,7307
4/5/21,Chile,5827
4/6/21,Chile,5168
4/7/21,Chile,5242
4/8/21,Chile,8248
4/9/21,Chile,9151
4/10/21,Chile,8101
4/11/21,Chile,7977
4/12/21,Chile,6421
4/13/21,Chile,5790
4/14/21,Chile,5557
4/15/21,Chile,7431
4/16/21,Chile,7613
4/17/21,Chile,8037
4/18/21,Chile,7370
4/19/21,Chile,6622
4/20/21,Chile,4849
4/21/21,Chile,5214
4/22/21,Chile,6917
4/23/21,Chile,7582
4/24/21,Chile,6909
4/25/21,Chile,6725
4/26/21,Chile,6078
4/27/21,Chile,4158
4/28/21,Chile,4499
4/29/21,Chile,6720
4/30/21,Chile,7254
5/1/21,Chile,5510
5/2/21,Chile,7165
5/3/21,Chile,4895
5/4/21,Chile,3249
5/5/21,Chile,3885
5/6/21,Chile,6299
5/7/21,Chile,6530
5/8/21,Chile,6198
5/9/21,Chile,5493
5/10/21,Chile,5339
5/11/21,Chile,3738
5/12/21,Chile,3902
5/13/21,Chile,6153
5/14/21,Chile,6915
5/15/21,Chile,6736
5/16/21,Chile,6296
5/17/21,Chile,5548
5/18/21,Chile,3766
5/19/21,Chile,4767
5/20/21,Chile,7682
5/21/21,Chile,7602
5/22/21,Chile,7500
5/23/21,Chile,6505
5/24/21,Chile,5343
5/25/21,Chile,4160
5/26/21,Chile,5197
5/27/21,Chile,8105
5/28/21,Chile,8658
5/29/21,Chile,8216
5/30/21,Chile,7910
5/31/21,Chile,6839
6/1/21,Chile,5011
6/2/21,Chile,5616
6/3/21,Chile,8128
6/4/21,Chile,8245
6/5/21,Chile,8920
6/6/21,Chile,7690
6/7/21,Chile,6928
6/8/21,Chile,5533
6/9/21,Chile,5351
6/10/21,Chile,7709
6/11/21,Chile,7942
6/12/21,Chile,7573
6/13/21,Chile,7481
6/14/21,Chile,6190
6/15/21,Chile,4576
6/16/21,Chile,4322
6/17/21,Chile,6670
6/18/21,Chile,6770
6/19/21,Chile,6274
6/20/21,Chile,5743
6/21/21,Chile,5205
6/22/21,Chile,3710
6/23/21,Chile,2476
6/24/21,Chile,3463
6/25/21,Chile,5599
6/26/21,Chile,5171
6/27/21,Chile,4461
6/28/21,Chile,4034
6/29/21,Chile,2637
6/30/21,Chile,2128
7/1/21,Chile,2655
7/2/21,Chile,4056
7/3/21,Chile,3848
7/4/21,Chile,3323
7/5/21,Chile,2824
7/6/21,Chile,1857
7/7/21,Chile,1871
7/8/21,Chile,3255
7/9/21,Chile,2800
7/10/21,Chile,2769
7/11/21,Chile,2318
7/12/21,Chile,2145
7/13/21,Chile,1264
7/14/21,Chile,1243
7/15/21,Chile,2366
7/16/21,Chile,2053
7/17/21,Chile,1932
7/18/21,Chile,1398
7/19/21,Chile,1004
7/20/21,Chile,975
7/21/21,Chile,996
7/22/21,Chile,1859
7/23/21,Chile,1645
7/24/21,Chile,1391
7/25/21,Chile,1428
7/26/21,Chile,1168
7/27/21,Chile,745
7/28/21,Chile,827
7/29/21,Chile,1371
7/30/21,Chile,1341
7/31/21,Chile,1142
8/1/21,Chile,1171
8/2/21,Chile,910
8/3/21,Chile,605
8/4/21,Chile,726
8/5/21,Chile,1206
8/6/21,Chile,1182
8/7/21,Chile,938
8/8/21,Chile,854
8/9/21,Chile,953
8/10/21,Chile,507
8/11/21,Chile,644
8/12/21,Chile,1128
8/13/21,Chile,833
8/14/21,Chile,865
8/15/21,Chile,899
8/16/21,Chile,740
8/17/21,Chile,398
8/18/21,Chile,501
8/19/21,Chile,858
8/20/21,Chile,752
8/21/21,Chile,712
8/22/21,Chile,663
8/23/21,Chile,578
8/24/21,Chile,380
8/25/21,Chile,399
8/26/21,Chile,785
8/27/21,Chile,669
8/28/21,Chile,607
8/29/21,Chile,595
8/30/21,Chile,501
8/31/21,Chile,345
9/1/21,Chile,448
9/2/21,Chile,575
9/3/21,Chile,494
9/4/21,Chile,474
9/5/21,Chile,425
9/6/21,Chile,435
9/7/21,Chile,265
9/8/21,Chile,355
9/9/21,Chile,500
9/10/21,Chile,510
9/11/21,Chile,474
9/12/21,Chile,441
9/13/21,Chile,469
9/14/21,Chile,292
9/15/21,Chile,401
9/16/21,Chile,587
9/17/21,Chile,583
9/18/21,Chile,591
9/19/21,Chile,475
9/20/21,Chile,277
9/21/21,Chile,280
9/22/21,Chile,524
9/23/21,Chile,859
9/24/21,Chile,829
9/25/21,Chile,747
9/26/21,Chile,765
9/27/21,Chile,614
9/28/21,Chile,431
9/29/21,Chile,611
9/30/21,Chile,858
10/1/21,Chile,807
10/2/21,Chile,813
10/3/21,Chile,718
10/4/21,Chile,654
10/5/21,Chile,493
10/6/21,Chile,695
10/7/21,Chile,942
10/8/21,Chile,986
10/9/21,Chile,998
10/10/21,Chile,1063
10/11/21,Chile,950
10/12/21,Chile,609
1/22/20,China,548
1/23/20,China,95
1/24/20,China,277
1/25/20,China,486
1/26/20,China,669
1/27/20,China,802
1/28/20,China,2632
1/29/20,China,578
1/30/20,China,2054
1/31/20,China,1661
2/1/20,China,2089
2/2/20,China,4739
2/3/20,China,3086
2/4/20,China,3991
2/5/20,China,3733
2/6/20,China,3147
2/7/20,China,3523
2/8/20,China,2704
2/9/20,China,3015
2/10/20,China,2525
2/11/20,China,2032
2/12/20,China,373
2/13/20,China,15136
2/14/20,China,6463
2/15/20,China,2055
2/16/20,China,2100
2/17/20,China,1921
2/18/20,China,1777
2/19/20,China,408
2/20/20,China,458
2/21/20,China,473
2/22/20,China,1451
2/23/20,China,21
2/24/20,China,219
2/25/20,China,513
2/26/20,China,412
2/27/20,China,434
2/28/20,China,328
2/29/20,China,428
3/1/20,China,576
3/2/20,China,204
3/3/20,China,125
3/4/20,China,125
3/5/20,China,151
3/6/20,China,153
3/7/20,China,80
3/8/20,China,53
3/9/20,China,37
3/10/20,China,27
3/11/20,China,34
3/12/20,China,11
3/13/20,China,13
3/14/20,China,32
3/15/20,China,26
3/16/20,China,30
3/17/20,China,25
3/18/20,China,44
3/19/20,China,54
3/20/20,China,94
3/21/20,China,55
3/22/20,China,130
3/23/20,China,63
3/24/20,China,93
3/25/20,China,70
3/26/20,China,121
3/27/20,China,115
3/28/20,China,102
3/29/20,China,123
3/30/20,China,76
3/31/20,China,81
4/1/20,China,82
4/2/20,China,71
4/3/20,China,79
4/4/20,China,32
4/5/20,China,59
4/6/20,China,63
4/7/20,China,53
4/8/20,China,91
4/9/20,China,74
4/10/20,China,58
4/11/20,China,73
4/12/20,China,120
4/13/20,China,79
4/14/20,China,93
4/15/20,China,50
4/16/20,China,47
4/17/20,China,357
4/18/20,China,27
4/19/20,China,18
4/20/20,China,12
4/21/20,China,36
4/22/20,China,15
4/23/20,China,16
4/24/20,China,15
4/25/20,China,10
4/26/20,China,3
4/27/20,China,6
4/28/20,China,22
4/29/20,China,4
4/30/20,China,12
5/1/20,China,3
5/2/20,China,0
5/3/20,China,5
5/4/20,China,2
5/5/20,China,2
5/6/20,China,2
5/7/20,China,5
5/8/20,China,1
5/9/20,China,14
5/10/20,China,20
5/11/20,China,1
5/12/20,China,7
5/13/20,China,6
5/14/20,China,5
5/15/20,China,9
5/16/20,China,6
5/17/20,China,10
5/18/20,China,9
5/19/20,China,0
5/20/20,China,0
5/21/20,China,0
5/22/20,China,18
5/23/20,China,3
5/24/20,China,11
5/25/20,China,7
5/26/20,China,1
5/27/20,China,3
5/28/20,China,0
5/29/20,China,17
5/30/20,China,5
5/31/20,China,18
6/1/20,China,8
6/2/20,China,7
6/3/20,China,-1
6/4/20,China,11
6/5/20,China,6
6/6/20,China,9
6/7/20,China,5
6/8/20,China,4
6/9/20,China,3
6/10/20,China,11
6/11/20,China,7
6/12/20,China,12
6/13/20,China,58
6/14/20,China,49
6/15/20,China,43
6/16/20,China,44
6/17/20,China,36
6/18/20,China,36
6/19/20,China,0
6/20/20,China,59
6/21/20,China,19
6/22/20,China,52
6/23/20,China,29
6/24/20,China,20
6/25/20,China,28
6/26/20,China,24
6/27/20,China,18
6/28/20,China,14
6/29/20,China,23
6/30/20,China,5
7/1/20,China,31
7/2/20,China,14
7/3/20,China,8
7/4/20,China,19
7/5/20,China,14
7/6/20,China,18
7/7/20,China,28
7/8/20,China,33
7/9/20,China,42
7/10/20,China,0
7/11/20,China,79
7/12/20,China,46
7/13/20,China,0
7/14/20,China,109
7/15/20,China,20
7/16/20,China,81
7/17/20,China,75
7/18/20,China,16
7/19/20,China,85
7/20/20,China,119
7/21/20,China,86
7/22/20,China,198
7/23/20,China,139
7/24/20,China,157
7/25/20,China,179
7/26/20,China,189
7/27/20,China,213
7/28/20,China,207
7/29/20,China,223
7/30/20,China,276
7/31/20,China,166
8/1/20,China,172
8/2/20,China,158
8/3/20,China,114
8/4/20,China,107
8/5/20,China,122
8/6/20,China,132
8/7/20,China,120
8/8/20,China,92
8/9/20,China,121
8/10/20,China,113
8/11/20,China,52
8/12/20,China,87
8/13/20,China,99
8/14/20,China,70
8/15/20,China,65
8/16/20,China,96
8/17/20,China,66
8/18/20,China,53
8/19/20,China,33
8/20/20,China,40
8/21/20,China,49
8/22/20,China,38
8/23/20,China,41
8/24/20,China,23
8/25/20,China,34
8/26/20,China,32
8/27/20,China,30
8/28/20,China,22
8/29/20,China,27
8/30/20,China,32
8/31/20,China,19
9/1/20,China,19
9/2/20,China,20
9/3/20,China,33
9/4/20,China,22
9/5/20,China,17
9/6/20,China,33
9/7/20,China,20
9/8/20,China,9
9/9/20,China,13
9/10/20,China,27
9/11/20,China,18
9/12/20,China,23
9/13/20,China,29
9/14/20,China,22
9/15/20,China,16
9/16/20,China,18
9/17/20,China,41
9/18/20,China,17
9/19/20,China,23
9/20/20,China,35
9/21/20,China,12
9/22/20,China,18
9/23/20,China,10
9/24/20,China,15
9/25/20,China,17
9/26/20,China,15
9/27/20,China,27
9/28/20,China,22
9/29/20,China,23
9/30/20,China,17
10/1/20,China,22
10/2/20,China,17
10/3/20,China,20
10/4/20,China,25
10/5/20,China,23
10/6/20,China,15
10/7/20,China,20
10/8/20,China,41
10/9/20,China,23
10/10/20,China,27
10/11/20,China,34
10/12/20,China,18
10/13/20,China,28
10/14/20,China,11
10/15/20,China,36
10/16/20,China,20
10/17/20,China,30
10/18/20,China,17
10/19/20,China,34
10/20/20,China,16
10/21/20,China,22
10/22/20,China,29
10/23/20,China,35
10/24/20,China,20
10/25/20,China,23
10/26/20,China,24
10/27/20,China,47
10/28/20,China,49
10/29/20,China,28
10/30/20,China,40
10/31/20,China,27
11/1/20,China,31
11/2/20,China,55
11/3/20,China,26
11/4/20,China,31
11/5/20,China,43
11/6/20,China,39
11/7/20,China,31
11/8/20,China,43
11/9/20,China,28
11/10/20,China,26
11/11/20,China,33
11/12/20,China,31
11/13/20,China,24
11/14/20,China,21
11/15/20,China,22
11/16/20,China,22
11/17/20,China,13
11/18/20,China,21
11/19/20,China,29
11/20/20,China,42
11/21/20,China,60
11/22/20,China,79
11/23/20,China,95
11/24/20,China,85
11/25/20,China,106
11/26/20,China,86
11/27/20,China,98
11/28/20,China,95
11/29/20,China,133
11/30/20,China,88
12/1/20,China,91
12/2/20,China,120
12/3/20,China,108
12/4/20,China,127
12/5/20,China,119
12/6/20,China,110
12/7/20,China,93
12/8/20,China,112
12/9/20,China,116
12/10/20,China,127
12/11/20,China,99
12/12/20,China,93
12/13/20,China,111
12/14/20,China,99
12/15/20,China,110
12/16/20,China,89
12/17/20,China,108
12/18/20,China,87
12/19/20,China,132
12/20/20,China,97
12/21/20,China,100
12/22/20,China,78
12/23/20,China,70
12/24/20,China,85
12/25/20,China,77
12/26/20,China,81
12/27/20,China,91
12/28/20,China,88
12/29/20,China,77
12/30/20,China,79
12/31/20,China,87
1/1/21,China,60
1/2/21,China,63
1/3/21,China,74
1/4/21,China,86
1/5/21,China,64
1/6/21,China,88
1/7/21,China,86
1/8/21,China,78
1/9/21,China,128
1/10/21,China,134
1/11/21,China,96
1/12/21,China,175
1/13/21,China,180
1/14/21,China,173
1/15/21,China,168
1/16/21,China,159
1/17/21,China,164
1/18/21,China,225
1/19/21,China,159
1/20/21,China,221
1/21/21,China,242
1/22/21,China,100
1/23/21,China,161
1/24/21,China,200
1/25/21,China,155
1/26/21,China,139
1/27/21,China,114
1/28/21,China,91
1/29/21,China,102
1/30/21,China,120
1/31/21,China,95
2/1/21,China,64
2/2/21,China,50
2/3/21,China,49
2/4/21,China,42
2/5/21,China,50
2/6/21,China,30
2/7/21,China,41
2/8/21,China,46
2/9/21,China,40
2/10/21,China,19
2/11/21,China,33
2/12/21,China,32
2/13/21,China,19
2/14/21,China,21
2/15/21,China,25
2/16/21,China,15
2/17/21,China,27
2/18/21,China,18
2/19/21,China,21
2/20/21,China,22
2/21/21,China,31
2/22/21,China,26
2/23/21,China,24
2/24/21,China,24
2/25/21,China,19
2/26/21,China,34
2/27/21,China,39
2/28/21,China,41
3/1/21,China,25
3/2/21,China,23
3/3/21,China,24
3/4/21,China,18
3/5/21,China,21
3/6/21,China,21
3/7/21,China,35
3/8/21,China,17
3/9/21,China,26
3/10/21,China,19
3/11/21,China,31
3/12/21,China,67
3/13/21,China,57
3/14/21,China,29
3/15/21,China,43
3/16/21,China,22
3/17/21,China,17
3/18/21,China,21
3/19/21,China,17
3/20/21,China,20
3/21/21,China,15
3/22/21,China,27
3/23/21,China,22
3/24/21,China,21
3/25/21,China,20
3/26/21,China,23
3/27/21,China,17
3/28/21,China,13
3/29/21,China,16
3/30/21,China,18
3/31/21,China,22
4/1/21,China,22
4/2/21,China,45
