date,country,daily deaths
11/21/20,Spain,0
11/22/20,Spain,0
11/23/20,Spain,512
11/24/20,Spain,537
11/25/20,Spain,369
11/26/20,Spain,337
11/27/20,Spain,294
11/28/20,Spain,0
11/29/20,Spain,0
11/30/20,Spain,401
12/1/20,Spain,442
12/2/20,Spain,273
12/3/20,Spain,254
12/4/20,Spain,214
12/5/20,Spain,0
12/6/20,Spain,0
12/7/20,Spain,394
12/8/20,Spain,0
12/9/20,Spain,373
12/10/20,Spain,325
12/11/20,Spain,280
12/12/20,Spain,0
12/13/20,Spain,0
12/14/20,Spain,389
12/15/20,Spain,388
12/16/20,Spain,195
12/17/20,Spain,181
12/18/20,Spain,149
12/19/20,Spain,0
12/20/20,Spain,0
12/21/20,Spain,334
12/22/20,Spain,260
12/23/20,Spain,178
12/24/20,Spain,126
12/25/20,Spain,0
12/26/20,Spain,0
12/27/20,Spain,0
12/28/20,Spain,298
12/29/20,Spain,320
12/30/20,Spain,247
12/31/20,Spain,148
1/1/21,Spain,0
1/2/21,Spain,0
1/3/21,Spain,0
1/4/21,Spain,241
1/5/21,Spain,352
1/6/21,Spain,0
1/7/21,Spain,245
1/8/21,Spain,199
1/9/21,Spain,0
1/10/21,Spain,0
1/11/21,Spain,401
1/12/21,Spain,408
1/13/21,Spain,195
1/14/21,Spain,201
1/15/21,Spain,235
1/16/21,Spain,0
1/17/21,Spain,0
1/18/21,Spain,455
1/19/21,Spain,404
1/20/21,Spain,464
1/21/21,Spain,404
1/22/21,Spain,400
1/23/21,Spain,0
1/24/21,Spain,0
1/25/21,Spain,767
1/26/21,Spain,586
1/27/21,Spain,497
1/28/21,Spain,515
1/29/21,Spain,513
1/30/21,Spain,0
1/31/21,Spain,0
2/1/21,Spain,762
2/2/21,Spain,724
2/3/21,Spain,565
2/4/21,Spain,432
2/5/21,Spain,584
2/6/21,Spain,0
2/7/21,Spain,0
2/8/21,Spain,909
2/9/21,Spain,766
2/10/21,Spain,643
2/11/21,Spain,513
2/12/21,Spain,530
2/13/21,Spain,0
2/14/21,Spain,0
2/15/21,Spain,702
2/16/21,Spain,530
2/17/21,Spain,337
2/18/21,Spain,388
2/19/21,Spain,397
2/20/21,Spain,0
2/21/21,Spain,0
2/22/21,Spain,535
2/23/21,Spain,443
2/24/21,Spain,389
2/25/21,Spain,345
2/26/21,Spain,329
2/27/21,Spain,0
2/28/21,Spain,0
3/1/21,Spain,467
3/2/21,Spain,192
3/3/21,Spain,446
3/4/21,Spain,254
3/5/21,Spain,637
3/6/21,Spain,0
3/7/21,Spain,0
3/8/21,Spain,298
3/9/21,Spain,291
3/10/21,Spain,234
3/11/21,Spain,124
3/12/21,Spain,173
3/13/21,Spain,0
3/14/21,Spain,0
3/15/21,Spain,166
3/16/21,Spain,141
3/17/21,Spain,228
3/18/21,Spain,117
3/19/21,Spain,0
3/20/21,Spain,0
3/21/21,Spain,0
3/22/21,Spain,633
3/23/21,Spain,201
3/24/21,Spain,0
3/25/21,Spain,676
3/26/21,Spain,590
3/27/21,Spain,0
3/28/21,Spain,0
3/29/21,Spain,189
3/30/21,Spain,106
3/31/21,Spain,154
4/1/21,Spain,82
4/2/21,Spain,0
4/3/21,Spain,157
4/4/21,Spain,0
4/5/21,Spain,85
4/6/21,Spain,128
4/7/21,Spain,126
4/8/21,Spain,142
4/9/21,Spain,149
4/10/21,Spain,0
4/11/21,Spain,0
4/12/21,Spain,197
4/13/21,Spain,100
4/14/21,Spain,131
4/15/21,Spain,126
4/16/21,Spain,99
4/17/21,Spain,0
4/18/21,Spain,0
4/19/21,Spain,121
4/20/21,Spain,0
4/21/21,Spain,262
4/22/21,Spain,132
4/23/21,Spain,95
4/24/21,Spain,0
4/25/21,Spain,0
4/26/21,Spain,147
4/27/21,Spain,117
4/28/21,Spain,88
4/29/21,Spain,137
4/30/21,Spain,136
5/1/21,Spain,0
5/2/21,Spain,0
5/3/21,Spain,77
5/4/21,Spain,106
5/5/21,Spain,167
5/6/21,Spain,160
5/7/21,Spain,66
5/8/21,Spain,0
5/9/21,Spain,0
5/10/21,Spain,103
5/11/21,Spain,205
5/12/21,Spain,108
5/13/21,Spain,73
5/14/21,Spain,58
5/15/21,Spain,0
5/16/21,Spain,0
5/17/21,Spain,93
5/18/21,Spain,70
5/19/21,Spain,66
5/20/21,Spain,33
5/21/21,Spain,19
5/22/21,Spain,0
5/23/21,Spain,0
5/24/21,Spain,91
5/25/21,Spain,90
5/26/21,Spain,54
5/27/21,Spain,33
5/28/21,Spain,17
5/29/21,Spain,0
5/30/21,Spain,0
5/31/21,Spain,48
6/1/21,Spain,30
6/2/21,Spain,66
6/3/21,Spain,0
6/4/21,Spain,146
6/5/21,Spain,1
6/6/21,Spain,0
6/7/21,Spain,40
6/8/21,Spain,73
6/9/21,Spain,23
6/10/21,Spain,133
6/11/21,Spain,36
6/12/21,Spain,0
6/13/21,Spain,0
6/14/21,Spain,16
6/15/21,Spain,62
6/16/21,Spain,36
6/17/21,Spain,19
6/18/21,Spain,18
6/19/21,Spain,0
6/20/21,Spain,0
6/21/21,Spain,37
6/22/21,Spain,30
6/23/21,Spain,29
6/24/21,Spain,18
6/25/21,Spain,13
6/26/21,Spain,0
6/27/21,Spain,0
6/28/21,Spain,10
6/29/21,Spain,40
6/30/21,Spain,46
7/1/21,Spain,8
7/2/21,Spain,28
7/3/21,Spain,0
7/4/21,Spain,0
7/5/21,Spain,23
7/6/21,Spain,18
7/7/21,Spain,17
7/8/21,Spain,28
7/9/21,Spain,6
7/10/21,Spain,0
7/11/21,Spain,0
7/12/21,Spain,17
7/13/21,Spain,13
7/14/21,Spain,10
7/15/21,Spain,41
7/16/21,Spain,12
7/17/21,Spain,0
7/18/21,Spain,0
7/19/21,Spain,23
7/20/21,Spain,29
7/21/21,Spain,18
7/22/21,Spain,28
7/23/21,Spain,27
7/24/21,Spain,0
7/25/21,Spain,0
7/26/21,Spain,47
7/27/21,Spain,55
7/28/21,Spain,73
7/29/21,Spain,46
7/30/21,Spain,44
7/31/21,Spain,0
8/1/21,Spain,0
8/2/21,Spain,157
8/3/21,Spain,130
8/4/21,Spain,71
8/5/21,Spain,87
8/6/21,Spain,75
8/7/21,Spain,0
8/8/21,Spain,0
8/9/21,Spain,119
8/10/21,Spain,102
8/11/21,Spain,93
8/12/21,Spain,87
8/13/21,Spain,63
8/14/21,Spain,0
8/15/21,Spain,0
8/16/21,Spain,125
8/17/21,Spain,144
8/18/21,Spain,144
8/19/21,Spain,121
8/20/21,Spain,132
8/21/21,Spain,0
8/22/21,Spain,0
8/23/21,Spain,201
8/24/21,Spain,190
8/25/21,Spain,163
8/26/21,Spain,171
8/27/21,Spain,139
8/28/21,Spain,0
8/29/21,Spain,0
8/30/21,Spain,146
8/31/21,Spain,194
9/1/21,Spain,132
9/2/21,Spain,168
9/3/21,Spain,155
9/4/21,Spain,0
9/5/21,Spain,0
9/6/21,Spain,133
9/7/21,Spain,138
9/8/21,Spain,81
9/9/21,Spain,71
9/10/21,Spain,72
9/11/21,Spain,0
9/12/21,Spain,0
9/13/21,Spain,103
9/14/21,Spain,155
9/15/21,Spain,90
9/16/21,Spain,101
9/17/21,Spain,44
9/18/21,Spain,0
9/19/21,Spain,0
9/20/21,Spain,118
9/21/21,Spain,82
9/22/21,Spain,102
9/23/21,Spain,100
9/24/21,Spain,44
9/25/21,Spain,0
9/26/21,Spain,0
9/27/21,Spain,69
9/28/21,Spain,60
9/29/21,Spain,39
9/30/21,Spain,18
10/1/21,Spain,48
10/2/21,Spain,0
10/3/21,Spain,0
10/4/21,Spain,64
10/5/21,Spain,94
10/6/21,Spain,57
10/7/21,Spain,23
10/8/21,Spain,77
10/9/21,Spain,0
10/10/21,Spain,0
10/11/21,Spain,49
10/12/21,Spain,0
1/22/20,UK,0
1/23/20,UK,0
1/24/20,UK,0
1/25/20,UK,0
1/26/20,UK,0
1/27/20,UK,0
1/28/20,UK,0
1/29/20,UK,0
1/30/20,UK,0
1/31/20,UK,0
2/1/20,UK,0
2/2/20,UK,0
2/3/20,UK,0
2/4/20,UK,0
2/5/20,UK,0
2/6/20,UK,0
2/7/20,UK,0
2/8/20,UK,0
2/9/20,UK,0
2/10/20,UK,0
2/11/20,UK,0
2/12/20,UK,0
2/13/20,UK,0
2/14/20,UK,0
2/15/20,UK,0
2/16/20,UK,0
2/17/20,UK,0
2/18/20,UK,0
2/19/20,UK,0
2/20/20,UK,0
2/21/20,UK,0
2/22/20,UK,0
2/23/20,UK,0
2/24/20,UK,0
2/25/20,UK,0
2/26/20,UK,0
2/27/20,UK,0
2/28/20,UK,0
2/29/20,UK,0
3/1/20,UK,0
3/2/20,UK,0
3/3/20,UK,0
3/4/20,UK,0
3/5/20,UK,0
3/6/20,UK,1
3/7/20,UK,1
3/8/20,UK,0
3/9/20,UK,1
3/10/20,UK,4
3/11/20,UK,0
3/12/20,UK,2
3/13/20,UK,1
3/14/20,UK,19
3/15/20,UK,14
3/16/20,UK,23
3/17/20,UK,17
3/18/20,UK,35
3/19/20,UK,46
3/20/20,UK,32
3/21/20,UK,58
3/22/20,UK,35
3/23/20,UK,76
3/24/20,UK,148
3/25/20,UK,191
3/26/20,UK,182
3/27/20,UK,288
3/28/20,UK,292
3/29/20,UK,213
3/30/20,UK,374
3/31/20,UK,404
4/1/20,UK,673
4/2/20,UK,657
4/3/20,UK,737
4/4/20,UK,757
4/5/20,UK,601
4/6/20,UK,570
4/7/20,UK,1105
4/8/20,UK,1032
4/9/20,UK,1117
4/10/20,UK,1123
4/11/20,UK,844
4/12/20,UK,657
4/13/20,UK,725
4/14/20,UK,1080
4/15/20,UK,884
4/16/20,UK,1040
4/17/20,UK,914
4/18/20,UK,1108
4/19/20,UK,433
4/20/20,UK,576
4/21/20,UK,1224
4/22/20,UK,857
4/23/20,UK,684
4/24/20,UK,1018
4/25/20,UK,816
4/26/20,UK,364
4/27/20,UK,323
4/28/20,UK,971
4/29/20,UK,771
4/30/20,UK,636
5/1/20,UK,700
5/2/20,UK,585
5/3/20,UK,253
5/4/20,UK,273
5/5/20,UK,725
5/6/20,UK,647
5/7/20,UK,458
5/8/20,UK,580
5/9/20,UK,275
5/10/20,UK,217
5/11/20,UK,188
5/12/20,UK,615
5/13/20,UK,448
5/14/20,UK,353
5/15/20,UK,351
5/16/20,UK,411
5/17/20,UK,67
5/18/20,UK,146
5/19/20,UK,501
5/20/20,UK,329
5/21/20,UK,273
5/22/20,UK,291
5/23/20,UK,220
5/24/20,UK,379
5/25/20,UK,104
5/26/20,UK,131
5/27/20,UK,422
5/28/20,UK,343
5/29/20,UK,274
5/30/20,UK,154
5/31/20,UK,60
6/1/20,UK,86
6/2/20,UK,250
6/3/20,UK,254
6/4/20,UK,130
6/5/20,UK,258
6/6/20,UK,143
6/7/20,UK,54
6/8/20,UK,47
6/9/20,UK,197
6/10/20,UK,164
6/11/20,UK,76
6/12/20,UK,131
6/13/20,UK,107
6/14/20,UK,27
6/15/20,UK,29
6/16/20,UK,120
6/17/20,UK,110
6/18/20,UK,67
6/19/20,UK,84
6/20/20,UK,71
6/21/20,UK,31
6/22/20,UK,13
6/23/20,UK,94
6/24/20,UK,87
6/25/20,UK,99
6/26/20,UK,77
6/27/20,UK,40
6/28/20,UK,31
6/29/20,UK,21
6/30/20,UK,54
7/1/20,UK,97
7/2/20,UK,41
7/3/20,UK,49
7/4/20,UK,32
7/5/20,UK,19
7/6/20,UK,11
7/7/20,UK,54
7/8/20,UK,57
7/9/20,UK,31
7/10/20,UK,34
7/11/20,UK,17
7/12/20,UK,9
7/13/20,UK,10
7/14/20,UK,44
7/15/20,UK,26
7/16/20,UK,24
7/17/20,UK,26
7/18/20,UK,9
7/19/20,UK,11
7/20/20,UK,10
7/21/20,UK,25
7/22/20,UK,17
7/23/20,UK,9
7/24/20,UK,32
7/25/20,UK,15
7/26/20,UK,8
7/27/20,UK,3
7/28/20,UK,21
7/29/20,UK,34
7/30/20,UK,0
7/31/20,UK,20
8/1/20,UK,13
8/2/20,UK,5
8/3/20,UK,1
8/4/20,UK,18
8/5/20,UK,14
8/6/20,UK,18
8/7/20,UK,12
8/8/20,UK,3
8/9/20,UK,5
8/10/20,UK,18
8/11/20,UK,13
8/12/20,UK,20
8/13/20,UK,18
8/14/20,UK,11
8/15/20,UK,3
8/16/20,UK,5
8/17/20,UK,3
8/18/20,UK,12
8/19/20,UK,17
8/20/20,UK,6
8/21/20,UK,2
8/22/20,UK,18
8/23/20,UK,6
8/24/20,UK,4
8/25/20,UK,16
8/26/20,UK,17
8/27/20,UK,12
8/28/20,UK,9
8/29/20,UK,12
8/30/20,UK,1
8/31/20,UK,3
9/1/20,UK,3
9/2/20,UK,10
9/3/20,UK,14
9/4/20,UK,10
9/5/20,UK,12
9/6/20,UK,2
9/7/20,UK,3
9/8/20,UK,32
9/9/20,UK,8
9/10/20,UK,14
9/11/20,UK,6
9/12/20,UK,9
9/13/20,UK,5
9/14/20,UK,9
9/15/20,UK,27
9/16/20,UK,20
9/17/20,UK,21
9/18/20,UK,27
9/19/20,UK,27
9/20/20,UK,18
9/21/20,UK,11
9/22/20,UK,37
9/23/20,UK,37
9/24/20,UK,40
9/25/20,UK,34
9/26/20,UK,35
9/27/20,UK,17
9/28/20,UK,13
9/29/20,UK,72
9/30/20,UK,71
10/1/20,UK,59
10/2/20,UK,66
10/3/20,UK,49
10/4/20,UK,33
10/5/20,UK,19
10/6/20,UK,76
10/7/20,UK,70
10/8/20,UK,77
10/9/20,UK,87
10/10/20,UK,81
10/11/20,UK,65
10/12/20,UK,50
10/13/20,UK,143
10/14/20,UK,137
10/15/20,UK,138
10/16/20,UK,136
10/17/20,UK,150
10/18/20,UK,67
10/19/20,UK,80
10/20/20,UK,241
10/21/20,UK,191
10/22/20,UK,189
10/23/20,UK,224
10/24/20,UK,174
10/25/20,UK,151
10/26/20,UK,102
10/27/20,UK,367
10/28/20,UK,310
10/29/20,UK,280
10/30/20,UK,274
10/31/20,UK,326
11/1/20,UK,162
11/2/20,UK,136
11/3/20,UK,397
11/4/20,UK,492
11/5/20,UK,378
11/6/20,UK,355
11/7/20,UK,413
11/8/20,UK,156
11/9/20,UK,195
11/10/20,UK,532
11/11/20,UK,596
11/12/20,UK,563
11/13/20,UK,376
11/14/20,UK,462
11/15/20,UK,168
11/16/20,UK,214
11/17/20,UK,599
11/18/20,UK,529
11/19/20,UK,502
11/20/20,UK,511
11/21/20,UK,340
11/22/20,UK,399
11/23/20,UK,207
11/24/20,UK,608
11/25/20,UK,695
11/26/20,UK,498
11/27/20,UK,520
11/28/20,UK,479
11/29/20,UK,215
11/30/20,UK,203
12/1/20,UK,603
12/2/20,UK,648
12/3/20,UK,414
12/4/20,UK,504
12/5/20,UK,397
12/6/20,UK,231
12/7/20,UK,189
12/8/20,UK,599
12/9/20,UK,533
12/10/20,UK,516
12/11/20,UK,424
12/12/20,UK,520
12/13/20,UK,144
12/14/20,UK,233
12/15/20,UK,506
12/16/20,UK,612
12/17/20,UK,532
12/18/20,UK,490
12/19/20,UK,537
12/20/20,UK,326
12/21/20,UK,215
12/22/20,UK,691
12/23/20,UK,748
12/24/20,UK,575
12/25/20,UK,570
12/26/20,UK,211
12/27/20,UK,347
12/28/20,UK,357
12/29/20,UK,458
12/30/20,UK,982
12/31/20,UK,965
1/1/21,UK,615
1/2/21,UK,445
1/3/21,UK,455
1/4/21,UK,410
1/5/21,UK,881
1/6/21,UK,1042
1/7/21,UK,1162
1/8/21,UK,1333
1/9/21,UK,1035
1/10/21,UK,567
1/11/21,UK,529
1/12/21,UK,1246
1/13/21,UK,1568
1/14/21,UK,1253
1/15/21,UK,1285
1/16/21,UK,1299
1/17/21,UK,682
1/18/21,UK,602
1/19/21,UK,1612
1/20/21,UK,1826
1/21/21,UK,1296
1/22/21,UK,1401
1/23/21,UK,1352
1/24/21,UK,611
1/25/21,UK,594
1/26/21,UK,1636
1/27/21,UK,1726
1/28/21,UK,1239
1/29/21,UK,1248
1/30/21,UK,1205
1/31/21,UK,590
2/1/21,UK,407
2/2/21,UK,1451
2/3/21,UK,1322
2/4/21,UK,915
2/5/21,UK,1015
2/6/21,UK,828
2/7/21,UK,376
2/8/21,UK,333
2/9/21,UK,1052
2/10/21,UK,1002
2/11/21,UK,680
2/12/21,UK,759
2/13/21,UK,621
2/14/21,UK,259
2/15/21,UK,235
2/16/21,UK,799
2/17/21,UK,738
2/18/21,UK,455
2/19/21,UK,533
2/20/21,UK,446
2/21/21,UK,217
2/22/21,UK,178
2/23/21,UK,548
2/24/21,UK,443
2/25/21,UK,324
2/26/21,UK,345
2/27/21,UK,291
2/28/21,UK,144
3/1/21,UK,104
3/2/21,UK,343
3/3/21,UK,487
3/4/21,UK,242
3/5/21,UK,236
3/6/21,UK,159
3/7/21,UK,82
3/8/21,UK,65
3/9/21,UK,231
3/10/21,UK,190
3/11/21,UK,181
3/12/21,UK,176
3/13/21,UK,122
3/14/21,UK,52
3/15/21,UK,64
3/16/21,UK,110
3/17/21,UK,141
3/18/21,UK,95
3/19/21,UK,100
3/20/21,UK,96
3/21/21,UK,34
3/22/21,UK,18
3/23/21,UK,112
3/24/21,UK,98
3/25/21,UK,63
3/26/21,UK,71
3/27/21,UK,58
3/28/21,UK,21
3/29/21,UK,23
3/30/21,UK,55
3/31/21,UK,43
4/1/21,UK,51
4/2/21,UK,52
4/3/21,UK,10
4/4/21,UK,10
4/5/21,UK,28
4/6/21,UK,20
4/7/21,UK,45
4/8/21,UK,53
4/9/21,UK,60
4/10/21,UK,40
4/11/21,UK,7
4/12/21,UK,15
4/13/21,UK,23
4/14/21,UK,38
4/15/21,UK,31
4/16/21,UK,34
4/17/21,UK,36
4/18/21,UK,10
4/19/21,UK,6
4/20/21,UK,33
4/21/21,UK,20
4/22/21,UK,20
4/23/21,UK,41
4/24/21,UK,32
4/25/21,UK,11
4/26/21,UK,7
4/27/21,UK,17
4/28/21,UK,29
4/29/21,UK,25
4/30/21,UK,16
5/1/21,UK,7
5/2/21,UK,14
5/3/21,UK,1
5/4/21,UK,6
5/5/21,UK,27
5/6/21,UK,13
5/7/21,UK,15
5/8/21,UK,5
5/9/21,UK,2
5/10/21,UK,5
5/11/21,UK,20
5/12/21,UK,11
5/13/21,UK,11
5/14/21,UK,18
5/15/21,UK,7
5/16/21,UK,4
5/17/21,UK,5
5/18/21,UK,7
5/19/21,UK,3
5/20/21,UK,7
5/21/21,UK,9
5/22/21,UK,6
5/23/21,UK,5
5/24/21,UK,3
5/25/21,UK,15
5/26/21,UK,9
5/27/21,UK,10
5/28/21,UK,10
5/29/21,UK,7
5/30/21,UK,6
5/31/21,UK,2
6/1/21,UK,0
6/2/21,UK,12
6/3/21,UK,18
6/4/21,UK,11
6/5/21,UK,13
6/6/21,UK,4
6/7/21,UK,1
6/8/21,UK,14
6/9/21,UK,6
6/10/21,UK,7
6/11/21,UK,17
6/12/21,UK,12
6/13/21,UK,8
6/14/21,UK,3
6/15/21,UK,10
6/16/21,UK,9
6/17/21,UK,19
6/18/21,UK,11
6/19/21,UK,14
6/20/21,UK,6
6/21/21,UK,5
6/22/21,UK,27
6/23/21,UK,19
6/24/21,UK,21
6/25/21,UK,18
6/26/21,UK,23
6/27/21,UK,11
6/28/21,UK,3
6/29/21,UK,23
6/30/21,UK,14
7/1/21,UK,22
7/2/21,UK,27
7/3/21,UK,18
7/4/21,UK,15
7/5/21,UK,9
7/6/21,UK,37
7/7/21,UK,33
7/8/21,UK,36
7/9/21,UK,30
7/10/21,UK,34
7/11/21,UK,26
7/12/21,UK,6
7/13/21,UK,50
7/14/21,UK,50
7/15/21,UK,67
7/16/21,UK,49
7/17/21,UK,47
7/18/21,UK,28
7/19/21,UK,19
7/20/21,UK,102
7/21/21,UK,73
7/22/21,UK,84
7/23/21,UK,64
7/24/21,UK,88
7/25/21,UK,28
7/26/21,UK,14
7/27/21,UK,131
7/28/21,UK,127
7/29/21,UK,91
7/30/21,UK,68
7/31/21,UK,72
8/1/21,UK,65
8/2/21,UK,25
8/3/21,UK,140
8/4/21,UK,121
8/5/21,UK,90
8/6/21,UK,92
8/7/21,UK,103
8/8/21,UK,45
8/9/21,UK,37
8/10/21,UK,146
8/11/21,UK,108
8/12/21,UK,95
8/13/21,UK,100
8/14/21,UK,94
8/15/21,UK,59
8/16/21,UK,27
8/17/21,UK,170
8/18/21,UK,111
8/19/21,UK,114
8/20/21,UK,114
8/21/21,UK,104
8/22/21,UK,49
8/23/21,UK,42
8/24/21,UK,174
8/25/21,UK,149
8/26/21,UK,142
8/27/21,UK,101
8/28/21,UK,133
8/29/21,UK,61
8/30/21,UK,48
8/31/21,UK,51
9/1/21,UK,207
9/2/21,UK,178
9/3/21,UK,121
9/4/21,UK,120
9/5/21,UK,68
9/6/21,UK,45
9/7/21,UK,210
9/8/21,UK,191
9/9/21,UK,167
9/10/21,UK,147
9/11/21,UK,156
9/12/21,UK,56
9/13/21,UK,62
9/14/21,UK,187
9/15/21,UK,201
9/16/21,UK,159
9/17/21,UK,180
9/18/21,UK,164
9/19/21,UK,61
9/20/21,UK,50
9/21/21,UK,204
9/22/21,UK,168
9/23/21,UK,195
9/24/21,UK,180
9/25/21,UK,129
9/26/21,UK,64
9/27/21,UK,40
9/28/21,UK,177
9/29/21,UK,160
9/30/21,UK,137
10/1/21,UK,128
10/2/21,UK,124
10/3/21,UK,43
10/4/21,UK,40
10/5/21,UK,166
10/6/21,UK,150
10/7/21,UK,124
10/8/21,UK,127
10/9/21,UK,156
10/10/21,UK,38
10/11/21,UK,28
10/12/21,UK,184
1/22/20,Uruguay,0
1/23/20,Uruguay,0
1/24/20,Uruguay,0
1/25/20,Uruguay,0
1/26/20,Uruguay,0
1/27/20,Uruguay,0
1/28/20,Uruguay,0
1/29/20,Uruguay,0
1/30/20,Uruguay,0
1/31/20,Uruguay,0
2/1/20,Uruguay,0
2/2/20,Uruguay,0
2/3/20,Uruguay,0
2/4/20,Uruguay,0
2/5/20,Uruguay,0
2/6/20,Uruguay,0
2/7/20,Uruguay,0
2/8/20,Uruguay,0
2/9/20,Uruguay,0
2/10/20,Uruguay,0
2/11/20,Uruguay,0
2/12/20,Uruguay,0
2/13/20,Uruguay,0
2/14/20,Uruguay,0
2/15/20,Uruguay,0
2/16/20,Uruguay,0
2/17/20,Uruguay,0
2/18/20,Uruguay,0
2/19/20,Uruguay,0
2/20/20,Uruguay,0
2/21/20,Uruguay,0
2/22/20,Uruguay,0
2/23/20,Uruguay,0
2/24/20,Uruguay,0
2/25/20,Uruguay,0
2/26/20,Uruguay,0
2/27/20,Uruguay,0
2/28/20,Uruguay,0
2/29/20,Uruguay,0
3/1/20,Uruguay,0
3/2/20,Uruguay,0
3/3/20,Uruguay,0
3/4/20,Uruguay,0
3/5/20,Uruguay,0
3/6/20,Uruguay,0
3/7/20,Uruguay,0
3/8/20,Uruguay,0
3/9/20,Uruguay,0
3/10/20,Uruguay,0
3/11/20,Uruguay,0
3/12/20,Uruguay,0
3/13/20,Uruguay,0
3/14/20,Uruguay,0
3/15/20,Uruguay,0
3/16/20,Uruguay,0
3/17/20,Uruguay,0
3/18/20,Uruguay,0
3/19/20,Uruguay,0
3/20/20,Uruguay,0
3/21/20,Uruguay,0
3/22/20,Uruguay,0
3/23/20,Uruguay,0
3/24/20,Uruguay,0
3/25/20,Uruguay,0
3/26/20,Uruguay,0
3/27/20,Uruguay,0
3/28/20,Uruguay,1
3/29/20,Uruguay,0
3/30/20,Uruguay,0
3/31/20,Uruguay,0
4/1/20,Uruguay,1
4/2/20,Uruguay,2
4/3/20,Uruguay,0
4/4/20,Uruguay,1
4/5/20,Uruguay,1
4/6/20,Uruguay,0
4/7/20,Uruguay,1
4/8/20,Uruguay,0
4/9/20,Uruguay,0
4/10/20,Uruguay,0
4/11/20,Uruguay,0
4/12/20,Uruguay,0
4/13/20,Uruguay,1
4/14/20,Uruguay,0
4/15/20,Uruguay,1
4/16/20,Uruguay,0
4/17/20,Uruguay,0
4/18/20,Uruguay,0
4/19/20,Uruguay,1
4/20/20,Uruguay,0
4/21/20,Uruguay,2
4/22/20,Uruguay,0
4/23/20,Uruguay,0
4/24/20,Uruguay,0
4/25/20,Uruguay,2
4/26/20,Uruguay,1
4/27/20,Uruguay,0
4/28/20,Uruguay,0
4/29/20,Uruguay,0
4/30/20,Uruguay,2
5/1/20,Uruguay,0
5/2/20,Uruguay,0
5/3/20,Uruguay,0
5/4/20,Uruguay,0
5/5/20,Uruguay,0
5/6/20,Uruguay,0
5/7/20,Uruguay,0
5/8/20,Uruguay,1
5/9/20,Uruguay,0
5/10/20,Uruguay,1
5/11/20,Uruguay,0
5/12/20,Uruguay,0
5/13/20,Uruguay,0
5/14/20,Uruguay,0
5/15/20,Uruguay,0
5/16/20,Uruguay,0
5/17/20,Uruguay,1
5/18/20,Uruguay,0
5/19/20,Uruguay,0
5/20/20,Uruguay,0
5/21/20,Uruguay,0
5/22/20,Uruguay,0
5/23/20,Uruguay,2
5/24/20,Uruguay,0
5/25/20,Uruguay,0
5/26/20,Uruguay,0
5/27/20,Uruguay,0
5/28/20,Uruguay,0
5/29/20,Uruguay,0
5/30/20,Uruguay,0
5/31/20,Uruguay,0
6/1/20,Uruguay,1
6/2/20,Uruguay,0
6/3/20,Uruguay,0
6/4/20,Uruguay,0
6/5/20,Uruguay,0
6/6/20,Uruguay,0
6/7/20,Uruguay,0
6/8/20,Uruguay,0
6/9/20,Uruguay,0
6/10/20,Uruguay,0
6/11/20,Uruguay,0
6/12/20,Uruguay,0
6/13/20,Uruguay,0
6/14/20,Uruguay,0
6/15/20,Uruguay,0
6/16/20,Uruguay,1
6/17/20,Uruguay,0
6/18/20,Uruguay,0
6/19/20,Uruguay,0
6/20/20,Uruguay,1
6/21/20,Uruguay,0
6/22/20,Uruguay,0
6/23/20,Uruguay,0
6/24/20,Uruguay,1
6/25/20,Uruguay,0
6/26/20,Uruguay,0
6/27/20,Uruguay,0
6/28/20,Uruguay,1
6/29/20,Uruguay,0
6/30/20,Uruguay,0
7/1/20,Uruguay,1
7/2/20,Uruguay,0
7/3/20,Uruguay,0
7/4/20,Uruguay,0
7/5/20,Uruguay,0
7/6/20,Uruguay,1
7/7/20,Uruguay,0
7/8/20,Uruguay,0
7/9/20,Uruguay,0
7/10/20,Uruguay,0
7/11/20,Uruguay,1
7/12/20,Uruguay,1
7/13/20,Uruguay,0
7/14/20,Uruguay,0
7/15/20,Uruguay,0
7/16/20,Uruguay,1
7/17/20,Uruguay,0
7/18/20,Uruguay,1
7/19/20,Uruguay,0
7/20/20,Uruguay,0
7/21/20,Uruguay,0
7/22/20,Uruguay,1
7/23/20,Uruguay,0
7/24/20,Uruguay,0
7/25/20,Uruguay,0
7/26/20,Uruguay,0
7/27/20,Uruguay,1
7/28/20,Uruguay,0
7/29/20,Uruguay,0
7/30/20,Uruguay,0
7/31/20,Uruguay,0
8/1/20,Uruguay,0
8/2/20,Uruguay,1
8/3/20,Uruguay,0
8/4/20,Uruguay,1
8/5/20,Uruguay,0
8/6/20,Uruguay,0
8/7/20,Uruguay,0
8/8/20,Uruguay,0
8/9/20,Uruguay,0
8/10/20,Uruguay,0
8/11/20,Uruguay,0
8/12/20,Uruguay,0
8/13/20,Uruguay,0
8/14/20,Uruguay,1
8/15/20,Uruguay,0
8/16/20,Uruguay,0
8/17/20,Uruguay,2
8/18/20,Uruguay,0
8/19/20,Uruguay,0
8/20/20,Uruguay,1
8/21/20,Uruguay,1
8/22/20,Uruguay,0
8/23/20,Uruguay,0
8/24/20,Uruguay,0
8/25/20,Uruguay,1
8/26/20,Uruguay,0
8/27/20,Uruguay,0
8/28/20,Uruguay,0
8/29/20,Uruguay,1
8/30/20,Uruguay,0
